Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
11/01/2017 02:00,3,1,1,-31.774150,32.649267,5.040701,0.000000,0.011320,0.000000
11/01/2017 03:00,3,1,1,-31.671370,32.696342,5.050312,0.000000,0.023370,0.000000
11/01/2017 04:00,3,1,1,-31.000810,32.852808,5.077822,0.000000,0.042870,0.000000
11/01/2017 05:00,3,1,1,-30.493610,33.216381,5.137640,0.000000,0.075830,0.000000
11/01/2017 06:00,3,1,1,-30.529390,33.743597,5.221698,0.000000,0.100440,0.000000
11/01/2017 07:00,3,1,1,-30.793080,34.437216,5.318660,0.000000,0.111985,0.000000
11/01/2017 08:00,3,1,1,-31.301330,35.475912,5.437061,0.606150,0.131120,0.000000
11/01/2017 09:00,3,1,1,-31.028310,36.617635,5.559265,8.493592,0.134350,0.000000
11/01/2017 10:00,3,1,1,-31.533220,37.460754,5.651023,22.420521,0.104315,0.000000
11/01/2017 11:00,3,1,1,-31.768810,37.909942,5.701882,33.282560,0.063225,0.000000
11/01/2017 12:00,3,1,1,-31.891390,38.103265,5.726243,39.386640,0.036820,0.000000
11/01/2017 13:00,3,1,1,-31.953860,38.144981,5.733348,40.078995,0.020140,0.000000
11/01/2017 14:00,3,1,1,-32.976870,38.092415,5.727846,35.335402,0.006370,0.000000
11/01/2017 15:00,3,1,1,-33.840320,38.018874,5.719472,25.583454,0.001520,0.000000
11/01/2017 16:00,3,1,1,-34.484120,37.952716,5.712028,12.085267,0.000765,0.000000
11/01/2017 17:00,3,1,1,-35.435650,37.896605,5.705864,1.421309,0.000695,0.000000
11/01/2017 18:00,3,1,1,-35.340470,37.851203,5.701078,0.000000,0.000695,0.000000
11/01/2017 19:00,3,1,1,-35.235780,37.815051,5.697446,0.000000,0.000715,0.000000
11/01/2017 20:00,3,1,1,-35.948470,37.773845,5.693334,0.000000,0.000110,0.000000
11/01/2017 21:00,3,1,1,-36.117430,37.734411,5.689498,0.000000,0.000000,0.000000
11/01/2017 22:00,3,1,1,-37.465090,37.691587,5.685163,0.000000,0.000000,0.000000
